SID,Ticker,Exchange,Name,Price,Ask,Bid,DayLow,DayHigh,Volume,MarketOpen,MarketClose,FiftyTwoWeekLow,FiftyTwoWeekHigh,FiftyDayAverage,FiftyTwoWeekChange,TwoHundredDayAverage,AverageVolume,TenDayAverageVolume,Country,Sector,Industry,LastDividendValue,PayoutRatio,ProfitMargins,FloatShares,ShortShares,ShortSharesMonthAgo,Employees,BookValue,EarningsQuarterlyGrowth,NetIncomeToCommon,SharesOutstanding,ShortRatio,Market,LongBusinessSummary
8998,ARTW,NCM,"Art's-Way Manufacturing Co., Inc.",3.390,3.290,2.850,3.290,3.415,8725,3.390,3.410,1.750,4.370,2.838,NULL,2.490,37951,31883,United States,Industrials,Farm & Heavy Construction Machinery,NULL,0.000,-0.075,1922157,175,1607990400,121,2.3240,NULL,-1830919.00,4431690,0.000,us_market,"Art's-Way Manufacturing Co., Inc. manufactures and sells agricultural equipment, specialized modular science buildings, and steel cutting tools in the United States and internationally. The company operates through three segments: Agricultural Products, Modular Buildings, and Tools. The Agricultural Products segment offers specialized farm machinery, including portable and stationary animal feed processing equipment and related attachments; hay and forage equipment consisting of forage boxes, blowers, running gear, and dump boxes; portable grain augers; manure spreaders; sugar beet harvesting equipment; land maintenance equipment; moldboard plows; reels for combines and swathers; potato harvesters; grinder mixers; silage blowers and reels; land management equipment; and after-market service parts under the Art's-Way, Miller Pro, Roda, M&W, Badger, and UHC by Art's-Way brands. The Modular Buildings segment produces and sells swine buildings, complex containment research laboratories, and research facilities for academic research institutions, government research and diagnostic centers, public health institutions, and private research and pharmaceutical companies. This segment also provides services relating to the design, manufacturing, delivering, installation, and renting of the building units. The Tools segment offers standard single point brazed carbide tipped tools, and polycrystalline diamond and cubic boron nitride inserts and tools to the automotive, aerospace, oil and gas piping, and appliances industries. The company markets and sells its products through independent farm equipment dealers, manufacturers' representatives, direct sales, and original equipment manufacturer sales channels. Art's-Way Manufacturing Co., Inc. was founded in 1956 and is based in Armstrong, Iowa."
8999,ARVN,NMS,"Arvinas, Inc.",78.190,85.000,78.770,76.280,81.310,276736,78.190,77.340,19.680,92.770,79.423,NULL,38.860,1219977,643566,United States,Healthcare,Biotechnology,NULL,0.000,0.000,30303878,1797224,1607990400,133,5.1160,NULL,-98833296.00,47300800,1.140,us_market,"Arvinas, Inc., a clinical-stage biopharmaceutical company, engages in the discovery, development, and commercialization of therapies to degrade disease-causing proteins. The company's lead products include ARV-110, proteolysis targeting chimeras (PROTAC) that is in phase I clinical trial targeting the androgen receptor (AR) protein for the treatment of men with metastatic castration-resistant prostate cancer; and ARV-471, a PROTAC targeting the estrogen receptor protein for the treatment of patients with metastatic ER positive/HER2 negative breast cancer. It is also developing other PROTACs for degrading AR and other clinically relevant AR point mutations; and various other products for the treatment of neurodegenerative diseases, including tauopathies. The company has collaborations with Pfizer Inc., Genentech, Inc., F. Hoffman-La Roche Ltd., and Bayer AG. Arvinas, Inc. was founded in 2015 and is based in New Haven, Connecticut."
9000,ARW,NYQ,"Arrow Electronics, Inc.",101.460,100.490,100.390,98.460,101.565,608262,101.460,100.330,39.250,108.270,100.838,NULL,85.580,434370,431650,United States,Technology,Electronics & Computer Distribution,NULL,0.000,0.017,75359962,1138874,1607990400,19300,63.1350,0.80,460380000.00,75545200,2.850,us_market,"Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions in Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Global Components and Global Enterprise Computing Solutions. The Global Components segment markets and distributes semiconductor products and related services; passive, electro-mechanical, and interconnect products consisting primarily of capacitors, resistors, potentiometers, power supplies, relays, switches, and connectors; and computing and memory products, as well as other products and services. The Global Enterprise Computing Solutions segment offers computing solutions, including data-center, cloud, security, and analytics solutions, as well as access to various services, including engineering and integration support, warehousing and logistics, marketing resources, and authorized hardware and software training. The company serves original equipment manufacturers, value-added resellers, as well as manages service providers, contract manufacturers, and other commercial customers. Arrow Electronics, Inc. was founded in 1935 and is based in Centennial, Colorado."
9001,ARWR,NMS,"Arrowhead Pharmaceuticals, Inc.",80.780,80.450,80.000,79.950,81.980,694231,80.780,79.760,19.510,86.750,79.640,NULL,57.998,992625,771433,United States,Healthcare,Biotechnology,NULL,0.000,-0.961,99425396,5232192,1607990400,232,4.5110,NULL,-84553224.00,103789000,5.360,us_market,"Arrowhead Pharmaceuticals, Inc. develops medicines for the treatment of intractable diseases in the United States. The company's products in pipeline includes ARO-AAT, a RNA interference (RNAi) therapeutic candidate that is in Phase II clinical trial for the treatment of liver diseases associated with alpha-1 antitrypsin deficiency; ARO-APOC3, which is in Phase I/II clinical trial to treat hypertriglyceridemia; ARO-ANG3 that is in Phase I/II clinical trial to reduce production of angiopoietin-like protein 3; ARO-HSD, which is in Phase I/II clinical trial for treating liver diseases; ARO-ENaC, which is in Phase I/II clinical trial to reduce production of the epithelial sodium channel alpha subunit in the airways of the lung; ARO-Lung2 for the treatment of chronic obstructive pulmonary disorder; ARO-COV for the treatment of COVID-19 and other pulmonary-borne pathogens; and ARO-HIF2, which is in phase Ib for the treatment of clear cell renal cell carcinoma. It is also involved in the development of JNJ-3989, a subcutaneously administered RNAi therapeutic candidate to treat chronic hepatitis B virus infection; Olpasiran to reduce production of apolipoprotein A; and ARO-AMG1 for treating genetically validated cardiovascular target. Arrowhead Pharmaceuticals, Inc. has license and research collaboration agreement with Janssen Pharmaceuticals, Inc. to develop ARO-JNJ1, ARO-JNJ2, and ARO-JNJ3 RNAi therapeutics for liver-expressed targets; and license and research collaboration agreement with Takeda Pharmaceuticals U.S.A., Inc. to develop RNAi therapeutic candidate. The company was formerly known as Arrowhead Research Corporation and changed its name to Arrowhead Pharmaceuticals, Inc. in April 2016. Arrowhead Pharmaceuticals, Inc. was incorporated in 1989 and is headquartered in Pasadena, California."
9002,ARYA,NCM,ARYA Sciences Acquisition Corp III,11.290,11.200,11.020,11.060,11.750,15172,11.290,11.160,10.060,12.600,11.138,NULL,10.704,55241,64000,United States,Financial Services,Shell Companies,NULL,NULL,0.000,NULL,6227,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9003,ASA,NYQ,ASA Gold and Precious Metals Limited,21.460,0.000,0.000,20.534,21.500,99812,21.460,22.050,8.160,25.450,21.727,NULL,21.775,103680,99300,United States,Financial Services,Asset Management,NULL,0.002,133.933,19233000,50904,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9004,ASAN,NYQ,"Asana, Inc.",36.210,0.000,0.000,35.870,37.080,710789,36.210,35.460,20.570,40.120,32.886,NULL,27.836,1878485,1268283,United States,Technology,Software—Application,NULL,0.000,-0.868,70331393,1770315,1607990400,701,NULL,NULL,-175444992.00,80299296,1.010,us_market,"Asana, Inc. operates a work management platform for individuals, team leads, and executives. It provides work management platform as software as service that enables individuals and teams to get work done faster while enhancing employee engagement by allowing everyone to see how their work connects to the broader mission of an organization. The company was formerly known as Smiley Abstractions, Inc. and changed its name to Asana, Inc. in July 2009. Asana, Inc. was founded in 2008 and is headquartered in San Francisco, California."
9005,ASAQ,NYQ,Atlantic Avenue Acquisition Corp,10.220,0.000,0.000,10.260,10.510,272339,10.220,10.220,9.550,10.510,10.114,NULL,9.880,130416,119350,United States,Financial Services,Shell Companies,NULL,NULL,0.000,NULL,52612,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9006,ASB,NYQ,Associated Banc-Corp,18.310,0.000,0.000,18.050,18.490,1076811,18.310,18.060,10.230,20.980,18.166,NULL,15.036,1163737,1517766,United States,Financial Services,Banks—Regional,NULL,0.387,0.274,149584307,2257007,1607990400,4134,24.7260,-0.07,288412992.00,153540000,2.180,us_market,"Associated Banc-Corp, a bank holding company, provides various banking and nonbanking products to individuals and businesses in Wisconsin, Illinois, and Minnesota. Its Corporate and Commercial Specialty segment offers deposit and cash management solutions, such as commercial checking and interest-bearing deposit products, cash vault and night depository services, liquidity solutions, payables and receivables solutions, and information services; and lending solutions, including commercial loans and lines of credit, commercial real estate financing, construction loans, letters of credit, leasing, asset based lending, and loan syndications. This segment also provides specialized financial services comprising interest rate risk management, foreign exchange solutions, and commodity hedging. The company's Community, Consumer, and Business segment offers checking, credit, debit and pre-paid cards, online banking and bill pay, and money transfer services; residential mortgages, home equity loans and lines of credit, personal and installment loans, real estate financing, business loans, and business lines of credit; savings, money market deposit accounts, IRA accounts, certificates of deposit, and fixed and variable annuities, as well as full-service, discount, and online investment brokerage; investment advisory services; trust and investment management accounts; and insurance and other related products and services. This segment also engages in the administration of pension, profit-sharing and other employee benefit plans, fiduciary and corporate agency services, and institutional asset management services. Its Risk Management and Shared Services segment provides corporate risk management, credit administration, finance, treasury, operations, and technology services. As of December 31, 2019, the company operated 248 banking branches serving over 120 communities. Associated Banc-Corp was founded in 1861 and is headquartered in Green Bay, Wisconsin."
9007,ASC,NYQ,Ardmore Shipping Corporation,3.370,0.000,0.000,3.260,3.420,247078,3.370,3.330,2.610,7.920,3.343,NULL,3.466,341638,400050,Bermuda,Industrials,Marine Shipping,NULL,0.109,0.065,NULL,819299,1607990400,48,10.2030,NULL,15417452.00,33285300,3.340,us_market,"Ardmore Shipping Corporation, together with its subsidiaries, engages in the seaborne transportation of petroleum products and chemicals worldwide. As of August 30, 2019, the company operated a fleet of 25 double-hulled product and chemical tankers. It serves oil majors, oil companies, oil and chemical traders, and chemical companies. The company was founded in 2010 and is based in Pembroke, Bermuda."
9008,ASEA,PCX,Global X FTSE Southeast Asia ETF,14.270,0.000,0.000,14.231,14.370,14222,14.270,14.270,9.410,15.470,14.739,NULL,13.164,40185,166133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9009,ASET,NGM,FlexShares Real Assets Allocation Index Fund,29.879,0.000,0.000,29.879,30.025,5932,29.879,29.772,19.950,31.545,29.933,NULL,28.024,1382,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9010,ASG,NYQ,"Liberty All-Star Growth Fund, Inc.",8.740,0.000,0.000,8.669,8.920,189886,8.740,8.630,3.900,9.450,8.611,NULL,7.790,188214,216850,United States,Financial Services,Asset Management,NULL,0.495,30.691,NULL,155655,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9011,ASGN,NYQ,ASGN Incorporated,87.490,87.330,87.220,85.440,87.760,124718,87.490,85.970,29.040,92.000,86.371,NULL,75.601,236795,181800,United States,Industrials,Staffing & Employment Services,NULL,0.000,0.046,51194504,795280,1607990400,4300,28.8670,-0.09,184200000.00,52900000,3.490,us_market,"ASGN Incorporated provides professional staffing and IT solutions in the technology, digital, creative, engineering and life sciences fields across commercial and government sectors in the United States and internationally. The company operates through Apex, Oxford, and ECS segments. The Apex segment offers technology, digital, creative, scientific, and engineering professionals for contract, contract-to-hire, and permanent placement positions to Fortune 1000 and mid-market clients. The Oxford segment provides hard-to-find technology, digital, engineering, and life sciences staffing and consulting services in various skill and geographic markets. The ECS Segment delivers advanced solutions in cloud, cyber security, artificial intelligence, machine learning, application and IT modernization, and science and engineering. The company was formerly known as On Assignment, Inc. and changed its name to ASGN Incorporated in April 2018. ASGN Incorporated was founded in 1985 and is headquartered in Glen Allen, Virginia."
